internship_title,company_name,location,start_date,duration,stipend,required_skills
Law/Legal,Triomec Legal,Mumbai,Immediately,6 Months,"₹ 2,000 /month","Teamwork, Time Management"
Operations,AdCortex,Work From Home,Immediately,6 Months,"₹ 6,000 /month","Teamwork, Time Management"
Search Engine Optimization (SEO),Web Martini,Delhi,Immediately,6 Months,"₹ 2,000-3,500 /month","Teamwork, Time Management"
Influencer Marketing,Confluencr,Bangalore,Immediately,6 Months,"₹ 15,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Content & Digital Marketing,Lok Bharti Skilling Solutions Private Limited,Delhi,Immediately,6 Months,"₹ 7,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Reels and Content Creation,Wevolve Consumer Private Limited,Work From Home,Immediately,6 Months,"₹ 2,000-3,000 /month","Teamwork, Time Management"
Digital Marketing,DHANDA Innovators,Work From Home,Immediately,6 Months,"₹ 4,000-12,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Business Development (Sales),IT Shastra (India) Private Limited,Pune,Immediately,6 Months,"₹ 6,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Human Resources (HR),Beep Innovations Private Limited,Bangalore,Immediately,6 Months,"₹ 15,000 /month","Teamwork, Time Management"
No-Code Development,Tailor Apps,Work From Home,Immediately,6 Months,"₹ 5,000 /month +  Incentives","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Human Resources (HR),Fact Wise Tech,Thane,Immediately,6 Months,"₹ 12,000-15,000 /month","Teamwork, Time Management"
Generative AI App Development,"PromptSpace.App (San Francisco, United States)",Work From Home,Immediately,6 Months,"₹ 50,000 /month","CSS, Data Preprocessing, Git, HTML, JavaScript, Machine Learning, Python, Responsive Design, Scikit-learn, Teamwork, Time Management"
Graphic Design,NCheng India Private Limited,Gurgaon,Immediately,6 Months,"₹ 20,000 /month","Teamwork, Time Management"
Social Media Management,Abhinav  Anand,Work From Home,Immediately,6 Months,"₹ 5,000 /month +  Incentives","Communication, Community Outreach, Project Management, Teamwork, Time Management"
Video Editing,VD EVENT MANAGEMENT HOUSE,Mumbai,Immediately,6 Months,"₹ 5,000 /month +  Incentives","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Content Writing,JK Capital Private Limited,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Teamwork, Time Management"
Content Creating And Social Media Management,Adorn By Anokkhi Jewels,Mumbai,Immediately,6 Months,"₹ 8,000 /month","Communication, Community Outreach, Project Management, Teamwork, Time Management"
Python Development,Requin Solutions Private Limited,Jaipur,Immediately,6 Months,"₹ 10,000-12,000 /month","CSS, Git, HTML, JavaScript, OOPs, Problem Solving, Python, Responsive Design, Teamwork, Time Management"
Content Writing,Kanmani  Kirubakaran,Work From Home,Immediately,6 Months,"₹ 1,000 /month +  Incentives","Teamwork, Time Management"
Data Entry,LearnAsYouGo Private Limited,Work From Home,Immediately,6 Months,"₹ 6,000-7,500 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Creative Ideation,Simple Enterprises,Work From Home,Immediately,6 Months,"₹ 1,000 /month","Teamwork, Time Management"
Human Resources (HR),Scale Dino Private Limited,Hyderabad,Immediately,6 Months,"₹ 5,000-10,000 /month","Teamwork, Time Management"
Virtual Assistance,TopHire,Work From Home,Immediately,6 Months,"₹ 10,000 /month","Teamwork, Time Management"
Digital Marketing,Axe Consultancy And Security Services LLC,Work From Home,Immediately,6 Months,"₹ 3,000-5,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Sales,AntWalk,Work From Home,Immediately,6 Months,"₹ 10,000 /month","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Customer Care Executive,Timesol Facility Management Private Limited,Chennai,Immediately,6 Months,"₹ 13,500 /month","Teamwork, Time Management"
Graphic Design,Meta Sapien,Kochi,Immediately,6 Months,"₹ 2,000 /month","Teamwork, Time Management"
Video Making/Editing,Inva Production,Work From Home,Immediately,6 Months,"₹ 4,200 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
HR Consultancy/HR Recruitment/Telecalling,NG Quick Maid Agency Private Limited,Mumbai,Immediately,6 Months,"₹ 2,000-5,000 /month","Teamwork, Time Management"
Korean Teaching,Awaywegoo Travel & Languages Private Limited,Mumbai,Immediately,6 Months,"₹ 8,000-10,000 /month","Teamwork, Time Management"
Planning And Logistics,GlobalFair Impex,Work From Home,Immediately,6 Months,"₹ 5,000-15,000 /month","Teamwork, Time Management"
Content Writer,BotLab Dynamics Pvt Ltd,Delhi,Immediately,6 Months,"₹ 12,000-15,000 /month","Teamwork, Time Management"
IT Recruitment,HYRE,Gulbarga,Immediately,6 Months,"₹ 4,000-10,000 /month","Teamwork, Time Management"
Social Media Marketing,Aggarwal Chemicals International,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Digital Marketing,BWB Consumer Products,Mandya,Immediately,6 Months,"₹ 10,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Mobile App Development,TechLabVibe,Work From Home,Immediately,6 Months,"₹ 20,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Influencer Marketing,STTUDIIODEK,Delhi,Immediately,6 Months,"₹ 12,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Academic Content Writing (Statistics),Innovalance Learning Systems,Work From Home,Immediately,6 Months,"₹ 12,000 /month","Teamwork, Time Management"
Content Creation (Mechanical And CSE),Quizzy,Work From Home,Immediately,6 Months,"₹ 7,000-9,000 /month","Teamwork, Time Management"
Content Creation (Civil And Electrical Engineering),Quizzy,Work From Home,Immediately,6 Months,"₹ 8,000-10,000 /month","Teamwork, Time Management"
Digital Marketing,Searching Soulmate,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Data Science,STTUDIIODEK,South,Immediately,6 Months,"₹ 8,500 /month","Data Visualization, Excel, NumPy, Pandas, Python, SQL, Teamwork, Time Management"
Content Writing,STTUDIIODEK,South,Immediately,6 Months,"₹ 7,000 /month","Teamwork, Time Management"
Telecalling,Regional Public Relations,Noida,Immediately,3 Months,"₹ 7,500-10,000 /month","Teamwork, Time Management"
Photo Editing And Video Editing,STTUDIIODEK,South,Immediately,3 Months,"₹ 6,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Social Media Marketing,STTUDIIODEK,Delhi,Immediately,3 Months,"₹ 7,000 /month","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Finance (Wealth Management),Bonanza Portfolio Limited,Dehradun,Immediately,3 Months,"₹ 2,000 /month +  Incentives","Accounting Basics, Excel, Financial Analysis, Tally, Teamwork, Time Management"
Flutter App Development,Kenmark ITan Solutions,Mumbai,Immediately,3 Months,"₹ 5,000-10,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Customer Service,Vanee Internet Solutions Private Limited,Work From Home,Immediately,3 Months,"₹ 5,000-7,000 /month","Teamwork, Time Management"
Baking Operations,The Delhi Cupcakery,Delhi,Immediately,3 Months,"₹ 5,000-10,000 /month","Teamwork, Time Management"
Accessory & Product Design,Infinijewel Synergies Private Limited,Navi Mumbai,Immediately,3 Months,"₹ 8,000-15,000 /month","Teamwork, Time Management"
Digital Marketing,Creator First Media,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Research - CSR,Chrysalis Services,Work From Home,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Field Studies (On field research),Chrysalis Services,Work From Home,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Content Repurposing Managing,Saga Media,Work From Home,Immediately,3 Months,"₹ 1,500-2,500 /month","Teamwork, Time Management"
Graphic Design,Awaiting Adventures Tours And Travels,Mumbai,Immediately,3 Months,"₹ 8,000 /month","Teamwork, Time Management"
Website Development,Vibes Good,Ahmedabad,Immediately,3 Months,"₹ 5,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Business Development (Sales),Blisscorporates,Work From Home,Immediately,3 Months,"₹ 5,000 /month +  Incentives","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Business Development (Sales),Aims Studio,Jaipur,Immediately,3 Months,"₹ 8,000-11,000 /month","CRM, CSS, Communication, Git, HTML, JavaScript, Lead Generation, Responsive Design, Sales Strategy, Teamwork, Time Management"
Executive Assistance to the CEO,Espial Solutions Limited Liability Partnership,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Teamwork, Time Management"
Business Development,Perfectail,Work From Home,Immediately,3 Months,"₹ 10,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Content Management,Fall For Flora,Delhi,Immediately,3 Months,"₹ 5,000 /month","Teamwork, Time Management"
Shopify Development & Design,Growify Digital,Delhi,Immediately,3 Months,"₹ 12,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Videography,Alippo,Nagpur,Immediately,3 Months,"₹ 12,000-17,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Telecalling (IT Sales),Zoxima Solutions Private Limited,Work From Home,Immediately,3 Months,"₹ 15,000 /month +  Incentives","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Marketing,Sutraa The Indian Fashion Exhibition,Hyderabad,Immediately,3 Months,"₹ 7,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Mechanical Engineering,Pro India,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","Teamwork, Time Management"
Competitor Research,Top Talent Bridge,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Teamwork, Time Management"
Photography/Videography,STTUDIIODEK,Delhi,Immediately,3 Months,"₹ 6,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Content Writing,TradeDog,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","Teamwork, Time Management"
Web Development,STTUDIIODEK,Delhi,Immediately,3 Months,"₹ 8,000 /month","CSS, Git, HTML, JavaScript, Responsive Design, Teamwork, Time Management"
Subject Matter Expert (Accounts/Finance),MyMegaminds,Work From Home,Immediately,3 Months,"₹ 6,000-7,000 /month","Accounting Basics, Excel, Financial Analysis, Tally, Teamwork, Time Management"
Law/Legal,Inovatree Consultants LLP,Noida,Immediately,3 Months,"₹ 5,000 /month","Teamwork, Time Management"
Video Presenting,Top Talent Bridge,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Telecalling,Srestham Education Trust,Work From Home,Immediately,3 Months,"₹ 1,000-3,000 /month","Teamwork, Time Management"
Marketing,Graviss Good Foods,Mumbai,Immediately,3 Months,"₹ 20,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Product Marketing,HappiMynd,Work From Home,Immediately,3 Months,"₹ 1,000-2,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Informative Reel Script Writing,Top Talent Bridge,Work From Home,Immediately,3 Months,"₹ 5,000 /month","Teamwork, Time Management"
Inventory Audit,Team HR,Mumbai,Immediately,3 Months,"₹ 10,000 /month","Teamwork, Time Management"
Digital Marketing,Skytouch Infotrain Private Limited,Noida,Immediately,3 Months,"₹ 3,000 /month +  Incentives","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Pre-sales,Langza Business Services Private Limited,Work From Home,Immediately,3 Months,"₹ 10,000 /month +  Incentives","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Human Resources (HR),SaralTech,Work From Home,Immediately,3 Months,"₹ 1,000 /month +  Incentives","Teamwork, Time Management"
Digital Marketing,Voorent,Gurgaon,Immediately,3 Months,"₹ 5,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Market Research - Healthcare,Optima Insights Private Limited,Hyderabad,Immediately,6 Months,"₹ 10,000 /month","Teamwork, Time Management"
Recruitment,EnergyHR Ventures,Chennai,Immediately,6 Months,"₹ 5,000 /month","Teamwork, Time Management"
Marketing Management,SEO & Beyond,Work From Home,Immediately,6 Months,"₹ 5,000 /month","Analytics, Communication, Content Creation, Digital Marketing, SEO, Teamwork, Time Management"
Public Relations,CPR Global,Bangalore,Immediately,6 Months,"₹ 15,000 /month","Teamwork, Time Management"
Software Development (JavaScript/Node.js),Abhith Tecnologies OPC Private Limited,Navi Mumbai,Immediately,6 Months,"₹ 3,000 /month","CSS, Data Structures, Git, HTML, Java, JavaScript, OOPs, Problem Solving, Responsive Design, Teamwork, Time Management"
Sales (Events & Experience),Lohono Stays,Work From Home,Immediately,6 Months,"₹ 5,000 /month +  Incentives","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Videography,Studeasy Foundation,Haryana,Immediately,6 Months,"₹ 10,000 lump sum","Adobe Premiere Pro, Creativity, Photography, Teamwork, Time Management, Video Editing"
Content Writing,Universal Adventures,Work From Home,Immediately,6 Months,"₹ 1,000-4,000 /month","Teamwork, Time Management"
Field Sales,Seasonify Tech LLP,Work From Home,Immediately,6 Months,"₹ 4,000 /month +  Incentives","CRM, Communication, Lead Generation, Sales Strategy, Teamwork, Time Management"
Social Media Marketing,MetaNucleus Tech Private Limited,Work From Home,Immediately,6 Months,"₹ 4,000 /month +  Incentives","Analytics, Communication, Community Outreach, Content Creation, Digital Marketing, Project Management, SEO, Teamwork, Time Management"
Content Writing,TrendPickle,Work From Home,Immediately,6 Months,"₹ 1,000 /month","Teamwork, Time Management"
Mechanical Design Engineering,Aria Innovations Private Limited,Bangalore,Immediately,6 Months,"₹ 10,000 /month","Teamwork, Time Management"
Research Analyst (Commercial Property),Makaan Aur Dukaan,Mumbai,Immediately,6 Months,"₹ 8,000-10,000 /month","Teamwork, Time Management"
Civil Engineering,GEOsystems Nagpur,Nagpur,Immediately,6 Months,"₹ 3,000-8,000 /month","Teamwork, Time Management"
Project Management,Red Baton Creative Marketing Solutions Private Limited,Bangalore,Immediately,6 Months,"₹ 15,000 /month","Teamwork, Time Management"
